hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y
225,900,3.34,225,13.03,675,44.05,-1,28800,0.683631041
200,700,4.75,175,7.55,525,11.05,0,25200,0.447100502
400,400,1.92,300,11.84,100,3.95,-0.25,12000,0.510641895
200,700,2.33,175,4.33,700,35.37,1,15400,0.608083493
200,300,1.11,75,6,225,2.25,0,7800,0.26927949
500,200,4.29,500,32.63,125,6.78,1,11000,0.639111732
500,333,9,375,23.09,125,9,-0.5,16000,0.594583883
500,500,4.29,125,4.47,500,19.74,-0.25,14000,0.515746196
600,300,2.51,450,26.05,150,4.82,-0.75,14400,0.605537167
800,800,3.35,200,13.79,800,40.42,0,16000,0.644915996
400,400,4.65,100,6.89,300,17.37,-0.25,4000,0.50721192
240,600,24,450,24,150,24,0.25,21600,0.583073363
800,533,4.5,200,16,600,10.42,-0.25,27200,0.465654167
700,280,3.36,175,3.68,525,9.12,1,2800,0.50977673
667,1000,6.79,1000,39.47,250,8.03,0,40000,0.706458818
280,700,28,525,28,175,28,-0.25,22400,0.637571502
500,333,5.81,500,32.63,125,5.81,0,19000,0.63799823
75,300,3.48,300,19.58,75,3.48,1,6600,0.535037725
467,700,2.33,175,8.2,525,30.39,1,21000,0.537291333
500,167,2.81,375,3.75,125,4.93,-1,6000,0.428176451
400,400,2.25,400,15.79,100,2.84,0.5,6400,0.621680411
600,150,6.97,150,9.79,450,19.42,-1,21600,0.507515653
800,400,4.5,200,7.89,600,19.26,0.25,9600,0.535967205
600,171,10.8,150,10.8,450,29.37,-0.5,6000,0.610700411
800,533,2.97,200,16,600,39.16,-0.75,24000,0.618983641
500,333,2.09,500,30.79,125,4.93,0.25,7000,0.717902442
900,450,3.77,675,51.51,225,6.39,0.25,23400,0.714210633
500,500,1.86,375,13.42,125,9.08,-1,8000,0.495838833
800,800,3.84,800,28.63,200,3.84,-1,22400,0.600486437
800,267,3.84,200,3.84,800,55.16,1,32000,0.656028112
800,229,3.35,200,3.35,600,6,-0.25,11200,0.431579126
200,400,3.43,100,7.26,300,14.05,-0.75,6400,0.489404862
600,400,3.38,450,14.45,150,8.68,-0.25,16800,0.578396818
700,350,12.6,700,43.11,175,12.6,1,7000,0.777125406
100,400,4.65,400,4.65,100,8,-0.75,12800,0.399239451
200,300,5.4,300,6.32,75,5.72,1,3600,0.531246232
500,167,20,500,20,125,20,-1,1000,0.73493183
300,300,2.04,300,4.11,75,3.51,0,11400,0.414625178
200,800,9.29,600,48,200,9.37,0.5,27200,0.653951679
1000,333,8.57,750,13.03,250,13.55,0.75,34000,0.555152726
200,600,2,150,6.47,450,24.39,0,15600,0.553567717
120,300,1.44,75,3.24,300,5.21,0.5,8400,0.30579364
400,400,16,300,16,100,16,0.25,4800,0.627349465
450,900,7.71,900,68.68,225,13.03,-0.25,9000,0.867583239
900,600,10.45,225,14.68,900,25.58,0.75,7200,0.614248744
500,200,5.81,125,5.81,375,17.57,0.5,9000,0.48043144
1000,1000,3.33,250,9.87,750,40.66,0.75,28000,0.598695509
300,100,1,75,2.41,225,13.03,-0.5,12000,0.401217544
500,500,3.4,375,7.89,125,10,0.25,4000,0.651298384
800,400,14.4,600,48,200,14.4,-0.75,17600,0.716938944
800,267,5.43,600,32.53,200,10.84,1,4800,0.773022349
800,267,3.84,800,37.47,200,9.37,-1,25600,0.688495205
700,233,28,175,28,700,28,0,21000,0.61756429
360,900,10.45,225,15.51,675,39.08,0,3600,0.720924516
600,240,2.51,150,3.71,450,6.16,-1,15600,0.375999894
700,350,6,700,35.37,175,13.36,-0.5,14000,0.73402147
400,267,7.2,300,7.2,100,7.2,0.5,8800,0.47983187
400,1000,11.61,250,11.61,1000,57.89,0.25,8000,0.763853258
400,160,7.2,400,23.16,100,7.2,-0.5,8800,0.65371248
286,1000,3.71,750,15.79,250,11.71,0.5,18000,0.629603916
900,600,36,675,36.59,225,36,-0.75,21600,0.709568843
500,500,1.67,125,10,500,38.16,-0.25,20000,0.605750071
171,600,3.38,150,4.26,450,27.71,1,10800,0.543824303
800,267,32,600,41.37,200,32,0.25,6400,0.801690751
600,900,36,225,36,675,36,-0.5,27000,0.660293316
800,400,14.4,200,14.4,600,14.4,-1,3200,0.697317948
143,500,20,125,20,500,27.11,-0.25,3000,0.694164553
600,300,10.8,150,10.8,450,26.05,-0.25,12000,0.56147118
200,700,12.6,175,12.6,700,19.89,-1,5600,0.693322998
333,500,5.81,125,5.81,375,12.04,0,9000,0.44777335
900,900,36,225,36,900,55.42,0.25,7200,0.745186306
400,1000,8.57,1000,50.53,250,16.32,1,24000,0.73701023
667,1000,3.71,250,8.03,750,15.79,-0.5,34000,0.497657051
133,400,3.43,100,3.43,300,11.84,-1,5600,0.489975462
286,1000,18,250,18,1000,61.58,0,8000,0.799483803
1000,400,3.71,250,14.47,1000,21.05,-0.75,4000,0.717991401
300,100,1,225,10.54,75,5.45,0,6000,0.500933886
700,233,8.13,175,8.13,700,40.53,-1,12600,0.664996104
400,200,4.65,100,8,400,4.65,0.75,4000,0.398643678
500,125,5.81,125,5.81,500,28.95,0,12000,0.582340556
400,100,4.65,100,4.65,400,17.26,0.5,2400,0.538387154
86,300,5.4,75,5.4,300,21.79,-0.5,6600,0.574075369
900,360,3,225,6.39,675,24.16,0,27000,0.535837365
175,700,28,175,28,700,28,-0.75,7000,0.730624012
300,150,12,75,12,225,12,-0.25,6000,0.460339646
300,200,1.11,225,11.37,75,4.89,-1,9600,0.414334124
700,233,4.75,700,43.11,175,6.91,-0.25,21000,0.728254605
86,300,5.4,225,11.37,75,5.4,0.5,10200,0.422553332
175,700,28,525,28,175,28,1,12600,0.64020416
300,75,1.26,75,3.24,225,3.08,-1,10800,0.242687752
800,800,4.5,800,8,200,6.42,0.5,20800,0.603992553
400,600,3.38,150,5.37,600,6,-0.5,4800,0.498627015
167,500,2.4,125,9.08,375,6.51,-0.75,15000,0.409862594
700,700,3.94,525,40.07,175,3.94,0.75,23800,0.627957414
600,150,6.97,600,48,150,6.97,0.25,12000,0.731579612
800,267,32,200,32,800,55.16,-0.75,25600,0.710713982
300,75,1.44,75,3.51,300,10.74,1,1800,0.447766452
900,225,7.71,225,11.37,675,7.71,1,25200,0.425867969
400,267,2.25,400,23.16,100,7.63,1,8000,0.605239781
120,300,2.04,75,3.51,300,5.21,-0.5,2400,0.422568827
300,120,1,75,5.17,225,5.57,-0.25,11400,0.291551685
300,150,5.4,75,5.4,225,16.34,-1,6600,0.469585719
800,800,6.86,200,8.63,800,13.89,-0.5,24000,0.494210707
175,700,2.33,175,3.04,525,9.12,0,14000,0.441146297
175,700,8.13,700,56,175,14,-0.25,23800,0.722038669
900,600,7.71,225,7.71,675,26.64,0,9000,0.596569022
800,533,4.5,200,13.79,800,49.26,0,16000,0.679295415
333,500,5.81,125,5.81,375,25.86,-0.75,11000,0.563872375
120,300,12,75,12,225,12,-0.75,1800,0.544686709
500,143,2.81,375,7.89,125,9.08,0.25,20000,0.447257881
533,800,9.29,200,9.29,600,45.79,-0.75,14400,0.673972699
1000,1000,6.79,1000,65.26,250,7.11,1,12000,0.846705358
600,150,2,450,7.82,150,9.79,0.75,20400,0.45528483
450,900,3.77,225,15.51,675,31.62,0.75,19800,0.580241461
400,267,2.72,100,6.16,400,11.37,0.5,14400,0.404428726
600,600,2.23,450,9.47,150,2.61,0.5,15600,0.52745203
600,600,2,150,10.34,600,12.63,0.75,7200,0.474118541
300,300,1.44,225,13.86,75,2.68,-0.5,3000,0.522131344
114,400,16,100,16,300,16,-0.75,2400,0.607710038
400,800,9.29,200,9.37,800,9.29,0.5,27200,0.448736812
600,300,3.38,150,3.38,450,7.82,1,13200,0.354378771
500,167,4.29,125,4.29,375,18.95,-0.5,3000,0.556815356
400,1000,3.71,750,10.26,250,13.55,1,10000,0.67104807
900,450,3.77,225,12.2,675,54,1,30600,0.628754816
125,500,1.86,125,4.01,375,5.13,-0.25,19000,0.338010965
800,229,32,200,32,800,32,1,11200,0.650159956
600,400,24,600,39.16,150,24,0.5,8400,0.748323722
171,600,3.38,450,11.13,150,9.24,-0.25,18000,0.510708216
225,900,3.77,225,8.88,675,11.72,-1,28800,0.514572144
900,300,16.2,225,16.2,900,42.16,-1,25200,0.671656286
800,400,14.4,600,14.4,200,14.4,1,12800,0.619203788
600,300,6.97,450,24.39,150,10.89,-0.5,1200,0.776556942
800,800,2.97,600,32.53,200,5.68,0.5,6400,0.78795614
400,100,2.25,400,26.11,100,2.25,0.75,12800,0.570080499
200,600,6.97,450,26.05,150,6.97,-0.25,6000,0.685399191
125,500,5.81,125,5.81,500,32.63,0.25,16000,0.605415993
200,300,1.11,75,1.86,300,3,-0.5,1800,0.37933091
300,600,2.23,150,3.71,600,10.42,0.75,15600,0.416648386
360,900,7.71,675,34.11,225,13.03,0.25,19800,0.678436527
300,600,4.08,150,11.45,450,6.16,-0.25,6000,0.49406592
280,700,2.93,175,8.2,700,9.58,-0.25,5600,0.550169581
500,143,1.86,500,25.26,125,5.39,-0.25,13000,0.661038603
600,150,10.8,600,48,150,10.8,-0.5,15600,0.75015062
700,200,3.36,700,48.26,175,10.78,0,26600,0.706979412
133,400,2.25,100,2.84,300,9.63,-0.75,12800,0.418666425
1000,286,3.33,1000,43.16,250,15.39,1,32000,0.691931471
400,114,1.92,100,5.79,300,15.16,-1,11200,0.455984344
300,900,16.2,225,16.2,675,24.16,0,12600,0.614439824
500,250,2.09,375,27.24,125,4.93,0.75,20000,0.541236593
300,150,3.48,75,5.17,225,16.34,-0.75,5400,0.47005129
250,500,2.09,375,27.24,125,4.01,-0.25,17000,0.587024153
300,300,5.4,75,5.4,225,10.54,-0.5,9000,0.39240381
900,300,10.45,900,25.58,225,16.34,-0.75,19800,0.695953311
300,120,1,75,5.17,225,15.51,0.75,1200,0.492941498
229,800,4.5,200,5.68,600,25.89,0.75,16000,0.553018389
300,300,2.04,75,5.17,300,21.79,0,8400,0.509620198
600,600,2,150,12,450,27.71,-0.75,8400,0.584284314
300,600,10.8,150,10.8,450,21.08,0.75,8400,0.530056154
900,360,4.32,225,17.17,900,62.05,0.75,16200,0.710680949
150,600,2.23,600,19.26,150,2.23,-0.5,21600,0.567143696
175,700,6,525,7.18,175,14,-0.5,28000,0.480671623
229,800,5.43,200,5.68,600,45.79,0.5,17600,0.645130183
300,600,4.08,150,5.92,450,29.37,0.75,4800,0.582770431
300,600,24,150,24,600,24,-1,1200,0.773193587
143,500,2.4,125,2.4,375,20.33,0.25,20000,0.491920384
700,175,2.6,175,10.13,525,32.33,0.25,19600,0.571277495
500,143,2.81,500,32.63,125,10,0.25,14000,0.65045122
600,150,2.51,150,10.89,600,10.42,0.75,16800,0.432291451
300,900,3.34,675,36.59,225,3.34,0,23400,0.671446915
700,233,3.36,525,30.39,175,10.78,-1,12600,0.639407938
350,700,3.36,175,5.62,525,32.33,0.5,19600,0.572110173
175,700,6,175,6,525,16.86,1,15400,0.477273434
800,533,4.5,200,9.37,800,16.84,-0.5,25600,0.513072168
600,150,2.23,600,25.89,150,8.68,0,21600,0.63461714
500,500,2.09,500,12.37,125,2.17,-0.5,11000,0.529513048
160,400,2.72,100,7.63,300,21.79,1,5600,0.499995267
500,143,20,125,20,500,20,-0.5,20000,0.553038457
800,533,32,600,32.53,200,32,-1,16000,0.67083902
300,100,1.11,75,5.17,225,3.08,0.75,600,0.493996159
500,143,2.09,125,6.32,500,10.53,1,12000,0.41215424
360,900,6.11,900,45.47,225,10.54,0,19800,0.751946167
360,900,36,900,36,225,36,-0.25,32400,0.709043165
333,1000,18,250,18,750,35.13,-0.25,32000,0.637110766
225,900,4.32,675,24.16,225,17.17,-0.25,14400,0.673191692
700,280,3.36,700,14.74,175,13.36,0.5,21000,0.59521384
300,900,3.77,225,11.37,900,18.95,1,9000,0.56486976
600,600,2.88,600,14.84,150,3.71,0.5,6000,0.72148601
800,533,5.43,600,43.58,200,6.42,0.25,24000,0.675541818
600,900,10.45,225,10.45,675,34.11,-1,1800,0.778223791
400,400,2.25,400,4,100,7.63,1,4000,0.577707403
400,133,1.33,100,4.32,300,22.89,0.5,16000,0.476651251
900,900,3,225,11.37,900,15.63,-0.25,27000,0.506420412
600,600,2.51,450,17.76,150,10.89,-0.25,13200,0.620330668
400,600,6.97,150,9.79,450,9.47,-0.5,6000,0.514051065
300,200,1.11,75,3.24,300,18.47,0.25,11400,0.469999005
700,700,4.75,175,12.71,525,12.99,0.5,23800,0.438051663
500,167,2.09,125,3.09,500,10.53,0,8000,0.436911247
600,150,6.97,450,16.11,150,10.34,-0.5,10800,0.633936869
700,280,2.33,175,10.78,525,14.92,0.25,28000,0.450065184
175,700,12.6,175,12.6,700,17.32,-0.75,19600,0.602030837
400,133,16,400,16,100,16,-0.75,11200,0.591635915
500,143,2.81,375,14.8,125,8.62,0,19000,0.517990445
400,1000,5.62,250,8.95,750,54.47,-0.75,20000,0.721127591
200,800,9.29,200,13.05,800,55.16,-0.25,32000,0.710987756
1000,500,4.8,250,7.11,1000,50.53,0.25,16000,0.692423571
400,600,6.97,600,39.16,150,10.89,-1,24000,0.633999082
600,900,16.2,900,18.95,225,16.2,-0.5,23400,0.65604683
400,100,1.33,100,2.84,300,6.32,0.75,8000,0.316998128
800,200,5.43,600,25.89,200,12.32,-0.25,6400,0.788835927
225,900,4.32,225,8.05,675,54,1,16200,0.659342398
300,150,2.04,75,4.89,225,9.71,0.75,1800,0.419336579
500,500,5.81,375,7.89,125,8.62,0,4000,0.65820323
114,400,3.43,100,7.63,300,24,-0.5,12000,0.545798607
200,800,3.84,800,31.58,200,11.58,-0.75,11200,0.661248247
400,800,2.67,600,36.95,200,8.63,0.75,19200,0.655749829
500,333,3.4,500,6.84,125,10,-1,14000,0.447291594
600,600,24,150,24,600,41.37,0.25,6000,0.673078368
500,1000,40,750,40,250,40,0.25,16000,0.752046503
600,300,2,450,26.05,150,9.79,-0.75,21600,0.593179577
533,800,3.35,800,37.47,200,10.84,-1,8000,0.675537716
800,800,32,600,32,200,32,0,20800,0.692057866
1000,333,6.79,250,19.08,1000,46.84,-0.75,24000,0.687848538
700,280,28,525,34.26,175,28,1,5600,0.740756762
900,225,16.2,225,16.2,900,16.2,-0.5,36000,0.541740866
900,360,7.71,900,12.32,225,8.88,0.75,30600,0.579404524
300,300,3.48,300,20.68,75,5.17,0.5,5400,0.600491339
229,800,2.97,600,17.05,200,4.21,-1,17600,0.51734293
900,900,7.71,900,42.16,225,7.71,-0.5,30600,0.715667511
900,257,4.32,225,4.32,675,31.62,0.5,18000,0.582162606
300,300,2.04,75,4.89,225,18,0,8400,0.452743913
300,600,5.14,450,32.68,150,7.03,0,18000,0.622737189
200,700,3.36,525,22.66,175,13.36,-1,23800,0.548497243
667,1000,18,250,18,750,48.95,-0.25,34000,0.663818838
700,700,6,175,6.26,525,40.07,0,15400,0.613626186
400,133,7.2,100,7.2,400,12.84,-0.5,14400,0.452799757
300,86,5.4,75,5.4,225,13.03,-0.5,2400,0.478263821
100,300,1.44,225,4.74,75,2.41,-0.75,7800,0.324740368
500,200,1.86,375,5.13,125,3.55,0.75,19000,0.392556104
143,500,4.29,125,6.78,500,27.11,-0.5,12000,0.62528721
800,800,2.97,600,28.11,200,13.05,0.75,11200,0.7068307
225,900,3.77,900,48.79,225,13.03,0.75,34200,0.6872013
500,167,2.09,125,2.09,375,21.71,-0.75,19000,0.503034679
400,114,3.43,300,22.89,100,5.42,0.5,9600,0.553255254
900,360,6.11,900,12.32,225,8.05,1,32400,0.561832638
450,900,3.77,225,8.05,900,42.16,0,14400,0.689159581
500,125,20,500,20,125,20,-0.75,15000,0.638718654
800,400,6.86,600,48,200,12.32,-0.75,14400,0.720643221
200,500,9,500,19.74,125,9,0.25,18000,0.567389388
1000,667,4.19,1000,50.53,250,15.39,1,30000,0.726034567
700,700,2.6,175,5.62,700,43.11,1,25200,0.607758428
320,800,3.35,200,9.37,600,19.26,-0.75,28800,0.538368136
800,267,5.43,600,14.84,200,12.32,-0.75,30400,0.556962273
250,1000,40,250,40,1000,40,-0.75,2000,0.861135955
333,500,2.4,500,28.95,125,5.86,0.25,13000,0.645308065
600,900,7.71,225,14.68,675,49.03,-0.5,14400,0.687410068
400,400,4.65,100,5.42,400,8.42,0.5,13600,0.364952763
400,100,1.67,400,18.74,100,6.16,-0.5,13600,0.599892088
1000,1000,4.8,250,16.32,750,37.89,-0.5,40000,0.608945133
400,400,4.65,100,4.65,400,17.26,-1,4000,0.53883403
900,450,4.32,225,17.17,900,62.05,1,28800,0.68314179
900,257,6.11,675,21.67,225,15.51,1,10800,0.676181204
400,400,4.65,400,32,100,6.53,-0.25,16000,0.625415564
800,400,4.5,200,10.84,800,40.42,-0.25,22400,0.644114664
200,500,9,375,9,125,9,0.5,17000,0.46229325
500,250,2.81,375,7.89,125,6.32,-1,9000,0.446814712
900,225,16.2,225,16.2,900,16.2,-0.75,21600,0.567815719
400,200,2.72,100,2.72,300,17.37,1,12000,0.435736162
300,300,2.04,75,2.41,300,15.16,1,6000,0.436158416
600,240,2,600,39.16,150,11.45,0.75,24000,0.634714161
800,229,14.4,200,14.4,800,61.05,0.5,4800,0.750720621
233,700,4.75,175,13.36,525,42,0.75,15400,0.613838569
300,150,12,300,12,75,12,1,8400,0.489628068
175,700,2.93,175,8.84,700,56,1,28000,0.650877513
300,86,3.48,300,4.11,75,4.07,-1,5400,0.416698358
200,600,5.14,450,32.68,150,8.68,-0.75,22800,0.603385053
257,900,3,675,24.16,225,7.22,0.5,21600,0.622871378
500,500,2.09,375,9.28,125,8.62,0.25,16000,0.497080793
150,600,3.38,600,12.63,150,3.38,0,6000,0.612802582
267,400,1.48,100,5.42,400,29.05,0.25,13600,0.559881814
400,800,9.29,200,9.29,600,9.29,0.25,16000,0.461339985
167,500,1.86,500,19.74,125,8.62,-0.75,5000,0.592122987
500,143,9,125,9,375,25.86,0.25,19000,0.517706219
1000,667,11.61,250,16.32,1000,80,0,6000,0.800619503
467,700,3.94,525,16.86,175,10.78,0.25,15400,0.60728389
300,300,3.48,75,5.45,300,7.42,-0.5,6600,0.377315281
400,100,2.25,100,6.89,300,20.68,0.5,10400,0.481253327
600,900,16.2,675,16.7,225,16.2,0.75,36000,0.56268157
350,700,4.75,525,38.13,175,10.78,0.75,25200,0.61228104
500,333,1.86,125,2.63,375,12.04,-0.25,16000,0.408220981
86,300,2.04,300,17.37,75,6,-0.25,8400,0.539517828
300,86,5.4,300,17.37,75,5.4,0.75,7200,0.528158887
500,500,20,125,20,375,20,0.5,14000,0.522163097
900,300,10.45,675,46.54,225,17.17,1,30600,0.648505635
300,150,1.26,300,22.89,75,5.45,1,11400,0.517521245
1000,500,4.19,750,26.84,250,12.63,0.25,28000,0.658793366
800,200,6.86,200,10.84,600,34.74,-1,20800,0.61056634
800,533,5.43,200,9.37,600,12.63,-0.75,11200,0.531019069
800,400,6.86,200,15.26,800,43.37,-0.25,9600,0.683148024
500,143,20,500,20,125,20,-0.5,5000,0.732851935
800,267,9.29,200,9.29,600,36.95,0.5,28800,0.583869695
400,400,1.33,100,3.21,400,21.68,-0.5,14400,0.517620905
200,400,1.67,100,6.16,300,19.58,1,10400,0.458303543
450,900,16.2,225,16.34,900,16.2,-1,25200,0.586575591
100,300,5.4,225,10.54,75,5.4,-0.25,10200,0.439663733
200,700,2.33,525,32.33,175,12.71,-0.5,26600,0.621284069
400,160,1.67,300,11.84,100,2.47,0,6400,0.561565476
700,467,6,525,20.72,175,12.07,1,15400,0.599088212
200,800,9.29,200,9.29,800,9.29,0.75,32000,0.443864209
175,700,4.75,175,10.78,700,7,0.75,15400,0.442833359
500,250,2.81,125,4.01,375,28.62,0.75,18000,0.516324101
240,600,4.08,600,12.63,150,11.45,-1,3600,0.604050497
600,600,4.08,150,4.08,450,32.68,0,14400,0.573679491
1000,250,11.61,250,11.61,750,29.61,0,34000,0.576274375
86,300,1.26,300,9.63,75,4.34,0.75,10200,0.434493905
333,500,9,500,9,125,9,0.75,10000,0.565418318
1000,1000,4.8,250,8.03,1000,17.37,1,34000,0.48244484
300,200,1.44,300,24,75,3.51,1,6600,0.571412758
167,500,20,375,20,125,20,-0.25,5000,0.66520806
467,700,2.33,525,9.12,175,7.55,-1,22400,0.438242151
700,467,2.6,700,43.11,175,7.55,0.75,23800,0.67494358
900,450,3.77,225,3.91,675,26.64,-0.25,10800,0.582734194
900,900,7.71,225,7.71,675,9.24,0.5,27000,0.421483115
300,300,12,225,12,75,12,-0.75,1200,0.614953084
400,400,1.33,400,12.84,100,6.89,1,9600,0.548703285
167,500,2.81,375,12.04,125,6.78,-1,19000,0.441187924
250,500,2.4,375,28.62,125,4.93,-0.5,11000,0.618971338
600,900,3,225,13.86,675,54,-1,32400,0.680490267
900,257,16.2,225,16.2,675,49.03,-1,5400,0.735125791
400,133,16,400,16,100,16,-1,4800,0.606148923
800,200,5.43,600,32.53,200,13.05,-0.75,27200,0.661293632
500,143,5.81,375,27.24,125,5.81,0.5,9000,0.614729477
229,800,6.86,200,7.89,600,17.05,0,28800,0.510404165
100,400,3.43,400,8.42,100,3.43,-1,12000,0.405451533
900,900,5.06,675,36.59,225,12.2,0.5,18000,0.707427515
500,1000,5.62,250,5.62,750,60,-0.5,40000,0.695515653
300,86,3.48,75,3.48,300,18.47,1,7200,0.477295166
133,400,1.33,300,17.37,100,1.74,1,10400,0.497211738
500,125,3.4,125,3.4,375,16.18,-0.25,5000,0.501302314
200,400,4.65,100,6.16,300,17.37,-0.5,3200,0.540896664
257,900,36,225,36,675,36,-0.5,21600,0.681279783
900,300,10.45,225,10.45,675,44.05,-0.25,5400,0.697647275
700,350,4.75,700,9.58,175,12.71,-0.25,23800,0.593013075
333,500,4.29,500,36.32,125,7.24,0,12000,0.683477492
1000,400,3.33,250,20,1000,65.26,0.5,34000,0.705549601
700,700,2.33,700,32.79,175,11.42,-1,23800,0.612639762
350,700,2.93,175,6.26,700,17.32,0.5,2800,0.597101886
240,600,5.14,150,5.14,450,24.39,0,14400,0.555489375
360,900,6.11,225,6.11,675,36.59,-0.25,23400,0.636727102
300,300,1,300,12.95,75,3.24,-0.5,10200,0.492722933
257,900,36,675,36,225,36,-0.75,9000,0.738274696
900,300,7.71,225,7.71,900,15.63,0.25,3600,0.637290046
500,250,9,500,23.42,125,9,0.25,8000,0.67582187
150,600,24,150,24,600,24,-0.25,1200,0.755172316
267,800,2.97,200,10.11,800,31.58,0.25,17600,0.632481805
400,400,3.43,300,15.16,100,3.58,0,2400,0.700708921
300,100,3.48,75,3.48,300,10.74,-0.25,12000,0.400100291
900,900,7.71,900,52.11,225,7.71,-0.75,16200,0.735188631
500,143,5.81,125,7.7,500,36.32,-1,5000,0.655414536
300,300,1.69,75,4.62,300,21.79,0,10800,0.501347231
500,200,20,125,20,500,20,0,10000,0.568592844
300,86,2.57,75,2.57,225,2.57,-0.5,6600,0.259668775
800,320,14.4,200,14.4,800,37.47,0.75,3200,0.700596355
233,700,2.6,175,8.84,525,14.92,-1,26600,0.507369343
267,800,2.97,200,11.58,600,6,0,20800,0.434384737
160,400,7.2,300,22.89,100,7.63,1,7200,0.561236515
143,500,20,125,20,500,38.16,-0.75,1000,0.769226317
1000,1000,40,250,40,750,40,-0.75,38000,0.672211493
600,900,36,675,36.59,225,36,-0.5,32400,0.694758305
667,1000,6.79,250,6.79,1000,54.21,0.5,28000,0.691105595
600,240,6.97,150,6.97,450,16.11,1,19200,0.445806285
360,900,7.71,900,62.05,225,7.71,-0.5,18000,0.787238472
600,300,5.14,450,19.42,150,5.14,1,16800,0.544333977
900,900,36,675,39.08,225,36,0,9000,0.814713801
700,700,2.6,175,4.33,700,22.47,-0.75,16800,0.553225445
700,175,28,175,28,525,28,-0.5,28000,0.596122925
125,500,20,125,20,375,20,1,16000,0.501870029
600,600,5.14,450,24.39,150,8.68,0,21600,0.592191365
900,600,7.71,900,38.84,225,7.71,0.75,10800,0.79276482
333,1000,11.61,250,11.61,1000,13.68,-0.75,32000,0.57220651
257,900,36,225,36,900,58.74,-0.25,19800,0.761751841
900,900,36,900,36,225,36,-1,5400,0.767984445
400,200,4.65,100,4.65,300,7.42,1,5600,0.362575036
500,333,9,125,9,375,13.42,0.75,5000,0.475568247
600,171,2.23,600,36.95,150,2.23,1,9600,0.687996839
600,600,2.23,150,7.58,450,34.34,0.75,22800,0.542772746
900,257,36,225,36,675,54,0.75,36000,0.644471218
300,900,3.77,225,13.03,675,9.24,0.75,16200,0.466351436
700,200,28,525,34.26,175,28,-0.75,18200,0.686605257
600,400,2.51,150,4.26,450,16.11,0.75,16800,0.44390427
300,900,5.06,675,26.64,225,9.71,-0.25,18000,0.667645955
700,467,3.94,175,11.42,525,40.07,1,16800,0.586995388
143,500,5.81,125,5.81,375,18.95,0.75,20000,0.462481229
600,600,3.38,150,3.38,600,48,0.25,24000,0.638127304
267,400,16,300,16,100,16,1,1600,0.713007857
300,75,12,300,12,75,12,-1,4200,0.559731165
600,150,10.8,150,10.8,450,10.8,0,10800,0.478816231
240,600,5.14,150,5.14,600,32.53,0,21600,0.613653964
1000,667,40,250,40,1000,43.16,0.5,6000,0.742131769
86,300,1.26,225,13.03,75,2.68,1,7800,0.442718833
600,900,6.11,900,65.37,225,16.34,-0.5,23400,0.788882074
114,400,7.2,400,26.11,100,7.2,0.75,8000,0.605653901
900,450,10.45,675,44.05,225,13.86,-0.75,1800,0.82032277
900,450,3,675,46.54,225,15.51,0.5,16200,0.729737305
100,300,5.4,75,5.4,300,7.42,-1,10200,0.424684491
120,300,1.44,75,4.07,225,12.2,0.5,3600,0.426843584
120,300,12,225,12,75,12,0.25,6000,0.499915436
1000,1000,8.57,750,26.84,250,17.24,0.5,26000,0.667281508
467,700,8.13,175,12.07,700,45.68,0.5,19600,0.650811456
600,600,10.8,150,10.8,450,11.13,0.25,10800,0.470013165
120,300,1.44,300,22.89,75,1.86,0.75,6600,0.565501172
700,233,3.94,525,14.92,175,8.84,0.5,28000,0.519667432
286,1000,18,250,18,1000,57.89,0.5,24000,0.720554699
533,800,14.4,200,15.26,800,19.79,-1,12800,0.609904443
700,700,3.36,700,19.89,175,3.36,-1,19600,0.542306427
320,800,4.5,200,16,600,32.53,0.75,14400,0.590254424
700,467,6,175,11.42,700,19.89,-0.5,12600,0.558234497
800,320,6.86,600,30.32,200,7.16,0.5,30400,0.60387723
800,400,2.97,200,2.97,600,30.32,0.5,19200,0.56329175
300,86,2.04,75,4.62,300,21.79,-1,7800,0.528051939
125,500,3.4,125,5.86,375,12.04,0.75,7000,0.446140982
500,200,2.81,125,6.32,500,23.42,0.25,20000,0.525742386
400,400,1.48,300,12.95,100,3.58,0.75,4000,0.607383328
800,267,5.43,600,17.05,200,12.32,1,8000,0.670017451
200,600,2,600,45.79,150,5.37,1,9600,0.716091695
150,300,2.57,75,2.57,225,4.74,-0.5,10800,0.28563038
1000,667,4.8,750,43.42,250,4.8,-1,14000,0.684425856
320,800,32,200,32,600,36.95,1,19200,0.615169005
533,800,3.84,200,9.37,600,23.68,-0.5,14400,0.569725094
700,280,3.94,525,28.46,175,10.13,0.75,23800,0.58682717
900,257,3.34,225,12.2,675,36.59,-1,19800,0.625919703
200,300,2.57,225,8.05,75,4.07,1,6600,0.430147909
900,225,3.34,225,15.51,675,46.54,0.5,23400,0.633433728
267,400,16,100,16,300,16,1,12000,0.46165177
200,500,5.81,125,9.08,500,23.42,0.5,7000,0.571053111
1000,1000,18,1000,18,250,18,-0.75,16000,0.661392556
600,600,10.8,150,10.8,450,29.37,-1,16800,0.57661274
360,900,3.34,225,4.74,675,14.21,0,3600,0.601263988
400,133,1.67,300,11.84,100,4.68,-1,2400,0.531515605
114,400,1.48,100,2.84,300,17.37,1,15200,0.428929289
